date,seat_type,reviews,recommendation,year,roberta_neg,roberta_neu,roberta_pos,topic
2020-01-03,Business Class,"  London Heathrow to Rio De Janeiro. Not the usual aircraft for this route but it is one of my favourites, this aircraft today has a First Class but was flown empty as it usually only offers Club World. Flight not full, Seated in 7F aisle seat, no one in the middle seat so very pleasant. It is away from the Toilet over at 7A/B but next to galley area which was great as it is a day flight. Food (pre-ordered) was very good as usual, plenty of drinks offered crew very keen to assist, again nothing any trouble at all. I did watch some films but I had already been on a previous BA Long Haul so was not really looking for much. I had some rest as it was a long day and I getting a cold! Arrived late due to a technical problem at Heathrow, they managed to fix the problem on the taxiway to the runway but after an hour I must say I didn't really need to be told they were trying to fix the problem rather than return to the departure gate. All in all another very good flight.",yes,2020,0.010901471,0.05605923,0.93303925,-1
2019-12-27,Economy Class,  I recently flew from Cape Town in South Africa via London to Brussels. It was our anniversary and we were treated to a glass of bubbly after take off. The staff were so friendly and I cannot even complain about the food served on board. Which I might add I seldom enjoy food served on flights.,yes,2019,0.03240293,0.111059725,0.85653734,-1
2019-12-27,Economy Class,"  Sydney to Toulouse via Singapore / London. Boeing 777 and IFE ancient, the comfort and service superb. Highlight on the TLS-LHR sector a (£5.50) celebratory treat with mince pie, christmas cake, brandy butter which combined with a G&T hit the spot. You could argue it should be free but I’m not complaining.  I do miss the BA quality of service, but compared to the ME airlines you’re still pretty good.",yes,2019,0.019632658,0.11961331,0.860754,-1
2019-12-24,Business Class,"  My husband and I had a wonderful flight to Barbados the cabin crew were very friendly and nothing was too much trouble. Josey and her team were made the the journey amazing, having flown with Virgin for many years, I can say it’s night and day. Tank you, your staff are amazing we will be British Airways in the future, many thanks.",yes,2019,0.0019875707,0.007291134,0.99072134,-1
2019-12-13,Business Class," London to San Francisco. This flight was a delight. Friendly, relaxed crew, good food and wine and a main deck Club World cabin that was nearly empty. If you manage your expectations with BA Club World and everything goes as it should then you shouldn't be disappointed. Yes the rollout of the new Club World Suite has been a long time coming however the food service has improved considerably - BA are trying valiantly to regain their long gone moniker of ""World's Favourite Airline"". The 747 has seen better days however given they're being removed from most airline's passenger services, you should take the opportunity to fly one before they're gone. I'm gradually regaining my confidence in BA.",yes,2019,0.008070048,0.0752637,0.9166662,6
2019-12-10,Business Class,"  London to Singapore. I was apprehensive about flying BA Club World after reading many negative reviews. I was however, surprised. Firstly, they are not on part with SQ or QR - but to be fair, I found them to be one of the most reasonably priced offerings. You get what you pay for. The seat while old, is perfectly comfortable with plenty of space. The window seats are best for privacy. I am tall and had no issues sleeping. In fact, I slept for almost 7 hours. The service and food out of London was top notch, fresh and plentiful, which is a welcome contrast to the tiny meals you receive on Qantas. Service was consistent, polite and very attentive. Drinks and water continually topped up. I was truly impressed The return flight's service was very average and quite sloppy but let’s focus on the positives!",yes,2019,0.016980335,0.072122075,0.9108976,-1
2019-12-08,First Class,"  London Heathrow to Miami. Flying the Boeing 747-400. Unfortunately BA hasn't done much work on their first class on these aircraft. Seats are flat bed but you have that wedge in the front that even for my 6'1"" makes the beds small. And since it's so narrow your feet get clamped if you sleep on your side. These seats are Business class on for example Qatar Airways. And I still think a first class ticket should include WiFi! But as always the service excel and the crew are so friendly and helpful. Meals are impeccable.",yes,2019,0.026424672,0.14900948,0.8245659,0
2019-12-08,Business Class,  Stockholm to London Heathrow. As always BA works excellent with service. On the ground and in the air. They still have a good gin aboard for a decent G&T and even if the meals in Business looks like the came from the 90's economy they taste great.,yes,2019,0.004473323,0.047321312,0.94820535,0
2019-12-08,Economy Class," London to Sydney via Singapore. Flight left on time cabin crew where fantastic. Meals were great. Leaving London we had a chicken stir fry and landing into Singapore at 18:00 we were served an English breakfast which I can eat any time of day but wife thought it was a bit odd. At Singapore, all passengers had to disembark the aircraft while it was refuelled and clean. When re-boarding you had to go through a security check at the gate. We were on the ground in Singapore for 1hour 30min. 2nd leg to Sydney was great also food and drink service was great again. 23 hours long haul flight was comfortable. We had exit row seating for entire flight which I recommend to anyone over 6ft tall.",yes,2019,0.006707539,0.049531844,0.94376063,-1
2019-11-24,Economy Class," London to Sydney via Singapore. I would like to express my thanks and appreciation to the staff at the bag drop centre at Heathrow when I lost my passport on Thursday evening -21st November. They spent nearly 2 hours trying to locate it and it was eventually found 30 mins before my flight was due to leave. A big thank you to you all. I would also like to thank the cabin crew on flight BA0015-Singapore to Sydney -22 November who were so kind after I was taken ill during the flight, I was looked after so well.",yes,2019,0.0057089194,0.04569331,0.9485977,3
2019-11-19,Economy Class,"  Doha to London. Surprisingly good flight, ontime departure and early arrival by 30min, very very attentive and friendly crew, especially towards children. Food was halal since from Doha, clearly announced to passengers. Bag arrival was ok. Seat leg room and entertainment beyond my expectation.",yes,2019,0.004662263,0.03573554,0.9596022,-1
2019-11-17,Business Class,"  Los Angeles to Amsterdam via London. Due to delayed take off I risked missing my connecting flight. Thanks to the excellent premium host service, Julie and her colleague, I managed to be on time! Thank you very much.",yes,2019,0.024087679,0.09959869,0.8763137,0
2019-11-13,Economy Class, London to Boston. Comfortable flight in economy class. Food was fairly good both ways - dinner for the evening flight west and the returning night flight east. Got some solid sleep in on the flight back.,yes,2019,0.0017054309,0.04280281,0.9554918,-1
2019-11-12,Economy Class," Tirana to London Gatwick. I fly British Airways around six times a month thanks to my work, and while I almost always have a pleasant experience, this past flight definitely outdid all the others. We boarded and departed exactly on time, with a very friendly and welcoming crew. While the flight was fully booked, my travel companion and I were lucky that no one was sitting on our row so that we could have an empty middle seat, and therefore more space. The best surprise of this flight by far was the availability of Wi-Fi which I have never had on any other British Airways flight within Europe. In fact, the Wi-Fi package I got which included only texting, was unlimited and incredibly fast - as good as my home connection! This truly made this flight more enjoyable as it allowed me to continue my business even during the flight which is extremely valuable to me. Something that British Airways can improve on would be leg space, which in this flight I noticed was particularly tight, although that is a common problem for me as I am 1.88 cm tall. Also, for unknown reasons, no food or snacks were served on this 2 hours 45 minute flight, only drinks. This was a slight struggle as I had skipped breakfast, but I managed well. The flight however arrived ahead of schedule and we de-boarded quickly. I always recommend BA - and will continue to do so.",yes,2019,0.007649312,0.041902464,0.9504483,1
2019-11-11,Economy Class,  Gatwick to St Lucia. Great service on this flight. Thank you very much for the cabin and the great cabin crew. Excellent Service.,yes,2019,0.0016968698,0.012029057,0.98627406,1
2019-11-11,Economy Class,"  London to Singapore. I have to commend BA staff on this occasion. They were friendly, welcoming and so accommodating to passengers throughout the flight. Even in the last few moments they were laughing and joking with us. Highly professional and sensitive to our needs despite their own tiredness. Thank you BA for making a long journey a tolerable one. ",yes,2019,0.0020854261,0.015569234,0.9823453,0
2019-11-10,Business Class,"  Gatwick to Venice. We have flown this route and class on two occasions and been pleased with all aspects. On the recent trip we both had mobility issues and the check in operator immediately suggested their assistance service. It was welcome and efficient, particularly as the gate was a very distant one. The flight departed to time. The cabin staff were pleasant, the food was good. In flight information from the flight deck was good. The landings were noticeably smooth. The return journey was similarly good. I was very satisfied.",yes,2019,0.002443896,0.02277514,0.9747809,1
2019-11-02,Business Class,"  Seychelles to London. Day time flight back to London. Staff were very welcoming greeted on entry to aircraft and shown to seats 7 J/K, Best seats as a couple to book as they are away from the toilet in the front cabin and the window K seat has direct access to the aisle. On-time departure and swift meal services, nothing was any trouble at all and the flight was full. Easy access to the club kitchen after meal service and great entertainment, I have found this flight great and love the inbound day time flight to London the easiest to travel on. Seat and screens worked great and no problems. I loved every minute of the flight. A big thank you to all the staff who were fantastic. Looking forward to my next flight to Rio in December",yes,2019,0.002246378,0.009636399,0.98811716,-1
2019-10-31,Economy Class," London Heathrow to Edinburgh. Boarding efficient. Flight was full so passengers asked to volunteer to check in hand luggage. By doing so they would get priority boarding. I took up the offer, too out my laptop and carried it on to the plane. The aircraft is only two months old and I was sat at the back of the plane - 36 F. I am sure Ryanair have more room. British Airways on this aircraft are offering an ultra low cost service under a cloak of legacy carrier legitimacy.",yes,2019,0.019693855,0.26341435,0.7168918,0
2019-10-30,Economy Class,  Flight from Gatwick to Barbados. Check in and business lounge were good. It looks like they had added champagne to the self service drinks which is a positive. Breakfast was good. Flight left on time boarding well run. I have not flown in their economy cabin for a while and it seems ok. New configuration but that does come with Panasonic IFE system which is way better than the old Rockwell Collins systems. Food was fine and service friendly.,yes,2019,0.004125324,0.038028475,0.95784616,1
2019-10-30,Economy Class,"  We were not supposed to be on this flight but had been bumped from our Icelandair flight and rebooked onto BA direct from Toronto to London Heathrow. We tried to get it changed as we were supposed to fly into Gatwick. The flight was quite good. Service was fantastic, and the chicken tikka masala was tasty. The crew onboard was friendly, flight was on time, and landing was amazingly smooth.",yes,2019,0.005130623,0.042185698,0.9526836,1
2019-10-29,Business Class,  San Francisco to London. Efficient check in by friendly agent who offered an upgrade to First at $760 per person which we declined. Refurbished lounge was spacious and comfortable with nice selection of snacks. Boarding on time but could have been better controlled. Flight left and landed ahead of schedule. Flight attendants were excellent and the food is vastly improved compared to our last trip. Business Class is not cheap but we had an excellent flight with no complaints.,yes,2019,0.007976067,0.051482767,0.9405412,-1
2019-10-27,Business Class, London to Belfast. Check in was fast and efficient and using the BA Terminal-5 First Class check in and security area was really good and I was straight into the lounge. Great selection of food and drinks early morning. I really like the BA boarding process i.e.by Group numbers. The onboard service and quality of breakfast served was excellent. Overall very happy with this short flight with BA.,yes,2019,0.0015346702,0.012332968,0.9861324,0
2019-10-25,Economy Class,"  Hyderabad to San Francisco via London. I had an awesome experience with one of customer service representatives at British Airways. I called them with regards to a reimbursement and was put across a lady named Florencia. She not only helped gather all details (bank, address etc) required for payment but also initiated the payment instantly. That was certainly over and beyond what I expected. Great job! Your service is exemplary.",no,2019,0.0027657328,0.014080474,0.98315376,0
2019-10-20,Business Class," London Heathrow to Seychelles. Really great flight, boarding was very quick, the flight was full, seats great 07 A/B Good inflight entertainment, plenty of choices. Food was good as we already pre-ordered our meals, my beef was well done just how I like it. After a late 30 minute delay we landed on time into Seychelles, the crew were very attentive, lots of very demanding passengers. All in all, a good flight after 7 hours of sleep",yes,2019,0.005525781,0.028497273,0.965977,0
2019-10-16,Economy Class," Amman to London. This is a nice aircraft, with comfortable seats, and a very soft landing. This aircraft flies from Amman airport at 8 am local time and arrives in only 5 hours to London. This is a very good product.",yes,2019,0.0012035057,0.014236687,0.9845598,0
2019-10-13,Economy Class," Mexico City to Barcelona via London Heathrow. The B787 is an incredible plane. The legroom is quite good, the seat is comfortable and the IFE has a great number of movies, series and music. The food is average, the first meal was meat with mashed potatoes, salad and wine. Not very tasty. The breakfast was scrambled eggs with mushrooms, fruit and a muffin, it was delicious! The cabin crew was ok. Not bad, not excellent. We arrived on time and was a great flight. On the second flight the cabin crew appeared twice. No IFE, no onboard service. It’s almost like a low cost. I recommend for long flights, but not for European flights.",yes,2019,0.019948687,0.08565571,0.8943956,-1
2019-10-12,Economy Class," Great all round. BA2591, 11 October. Good price, easy boarding, lovely cabin crew, great iced coffee on sale. Comfortable, on time and a nice smile from the cabin and flight crew after a windy landing. Couldn’t ask for more (until they reinstate a free drink and sandwich).",yes,2019,0.002735343,0.013019411,0.98424524,4
2019-10-11,Economy Class," Flew from London Heathrow to Abu Dhabi. Honestly, they were really good, legroom great, crew excellent - looked after us superbly, food and drinks were bang on, did Vegas in April too, nowt wrong with this airline.",yes,2019,0.00983826,0.050946917,0.93921477,0
2019-10-09,Business Class," Dubai to London Heathrow. I flew on the A350 on one of its first trips and will be flying it again. On the same multi segment trip I tried SQ business class and EK business class (and sadly the old BA business class on an aging B777) on overnight trips. The new ""business suite"" offering from BA is the best business class I have experienced. I am a BA Gold card holder and the experience was outstanding. The First lounge at DXB was very good with plenty of seating and a good choice of drinks. Food choice in the lounge was limited but not an issue. On board the new suite was very comfortable and I had a great nights sleep with the closed door making all the difference to getting a full six hours in. The bed was very comfortable. Food choices were very limited (soup and sandwiches) although this did suit the timing of the flight. I would say this is an excellent very serious business product for night time business travellers. Whether it works for leisure travellers who want to wow rather than sleep or daytime travellers I don't know, but I certainly could work very effectively in my suite. Downside is the IFE is still rubbish in relation to the rest of the product.",yes,2019,0.028853267,0.0961295,0.8750172,-1
2019-10-09,Economy Class,"  Yesterday my husband and I decided to to come home from Rome earlier than the scheduled time at 8pm. When I rang BA in London, the customer service adviser was helpful and reassuring and able to change the the flight time to 3pm without having to pay extra. Onboard the flight, the steward gave me hot water and milk so that I can used my own preferred decaf tea and did not charge me. While waiting to get off the plane, I had a wonderful conversation with the BA staff who are so pleasant. I love flying with BA and we will continue to do so. We have booked our flight with BA next year. Thank you for taking good care of us and just to sat how much we appreciate your excellent service.",yes,2019,0.0019262241,0.0092217615,0.9888521,-1
2019-10-08,Economy Class,  Short 45 minute flight north and south with British Airways. Lounge at LHR and also NCL was busy but there was no shortage of seats. Gates for departures and arrivals were very conveniently placed near the airport exits. The seats on the flight were comfortable and the schedule was perfectly on time.,yes,2019,0.0057523097,0.10397836,0.89026934,-1
2019-10-07,Economy Class,"  For a long time I have avoided taking British Airways due to it’s poor past reputation. Yesterday I traveled on BA 34 from Kuala Lumpur to London Heathrow, I boarded the flight with an open mind, over 12 hours later I disembarked feeling very happy because it is always good to see an airline make visible improvements that deliver value to it’s customers. A praise is due and I want to congratulate BA for such a pleasant experience, the flight departed on time and arrived half an hour early, the crew was not only professional but they did everything with a smile that made passengers feel welcomed, the plane was pristine new with delightful entertainment content, the food was way above the expectations of a seasoned economy class traveler. What more can I say? Enough to say that I will be traveling with BA again!",yes,2019,0.024043066,0.07167755,0.90427935,3
2019-10-06,Business Class,"  Austin to London. Another pleasant flight on an ageing 747. After the horror of discovering one of us was allocated a centre seat, meaning effectively sleeping next to a stranger, she kindly swapped seats so we could be together. For a couple the centre seats are really quite nice and you feel you’re in your own little world. A good flight, on time with a nice crew is as good as you can expect.",yes,2019,0.012950178,0.058757715,0.9282921,0
2019-10-06,Premium Economy,  London to Kuala Lumpur. Better than I was expecting after reading the other reviews. The seats are great and service was very friendly on this leg (less so on the return). A few areas need improvement: 1) Separate toilets from economy 2) Dedicated crew for the premium economy section rather than added onto their economy service. 3) A better 2nd meal - The main meal was great and noticeably more premium however the next meal (breakfast) was a bit of an afterthought. Would I choose BA premium Eco again : Yes Definitely.,yes,2019,0.0048551457,0.041835777,0.95330906,-1
2019-10-01,Premium Economy,"  Vancouver to London. Great flight on the superb A380; in my opinion, the most comfortable and quiet aircraft flying at the moment. Outstanding in flight service from the crew. Attentive, polite and professional; the very best of British Airways service. Food well above average for this cabin - though breakfast could have been better. IFE excellent. The seat is comfortable with a good recline and supplied with a decent, plump cushion and an excellent quilted blanket. Very enjoyable flight. Highly recommended.",yes,2019,0.002142624,0.0142307775,0.98362666,0
2019-09-28,Business Class," We have had some torrid experiences with BA - which we have not been shy to report. So when we flew yesterday with them from Heathrow to Austin and had a great flight in every way, it felt right to feedback on that. The staff in the upstairs business class cabin were, frankly, wonderful. Cheerful, efficient and calm. What more could you ask? The food was pretty nice and the champagne lovely. The beds were very comfortable and sleeping was easy. I literally cannot think of any real negatives. The luggage lockers were quite small but then it’s an older model of the plane so that probably explains it. If only BA could deliver this kind of experience on every occasion, they would once again be the “world’s favourite airline’. Sadly, the current CEO doesn’t seem able to inspire and motivate his staff to be consistently delightful. Perhaps once he moves on we can expect something better. Although the flight was a bit delayed on departure it arrives bang on time. As we entered the (literally empty) immigration area, we were met by the most charming customs officer you can imagine, who ended up giving us tourist tips and ideas for bars! Surreal, as anyone who regularly travels to the States, will testify! It felt as if we were living in the Truman Show at one point but in the nicest possible way. Get yourselves down to good ole Austin now that BA fly there direct. Fantastic.",yes,2019,0.068801954,0.19486137,0.73633665,3
2019-09-28,Business Class," London Heathrow to Austin with British Airways. It was a little bit like going back in time to fly upper deck on a 747 to Austin. But, it was the most enjoyable flight we’ve taken for a long time. It was so quiet on our deck and we had a fantastic flight crew who couldn’t do enough for you, and always with a smile. We arrived as fresh as you can from 10 hours in the air, on time, and thoroughly enjoyed the experience. The only slight issue was the very IFE systems and small overhead lockers. But plenty of spare lockers and our iPads took are of that.",yes,2019,0.005942053,0.038917687,0.95514023,0
2019-09-26,Business Class," The start of our journey back from from EFL was inauspicious, with hundreds of delayed and stranded passengers crammed into the departure lounge, awaiting flights on airlines other than BA. As it was, weather in the UK plus air traffic control issues meant that departure was delayed by 90 minutes. Once airborne in a refitted A320 (complete with a nice fresh leather smell!), cabin crew in CE were friendly and efficient, and the food (including a cod dish) was quite reasonable. It was interesting to note that the refit hadn't extended to the toilet which was looking distinctly worse for the wear. A big plus on the flight - and a first for me - was WiFi, which actually worked and was quite fast - although at a cost of £4.99 for an hour's use. I thought it was meant to be free for business class passengers, but evidently not. Landing made up for some time but we were parked right in the middle of nowhere because of a backlog of flights. However, BA had laid on a separate bus for CE passengers and we were out of the airport 30 minutes later. So, not too bad, all in all.",yes,2019,0.046107024,0.2201537,0.7337393,-1
2019-09-23,Business Class," Glasgow to London. Smooth flight, departure/arrival on time. Boarding was quick, the seat was ok. Although I had pre-ordered a vegetarian option, the caterer hadn't provided any (so they said) - but the flight attendant quickly solved the issue. The food was good, and the wine (french, Bourgogne) also surprisingly good. Flight attendant was professional, polite and attentive to detail. All in all, a great flight.",yes,2019,0.0034998967,0.02312457,0.97337556,-1
2019-09-19,Economy Class, Flying London City to Geneva. The only plus was the Embraer E190 jet had a comfortable interior with plenty of leg room for an economy seat. Other than that BA now offers a basic no frills service that is no different to a budget airline. Yet it charges 'full service' prices!,no,2019,0.0148019,0.16742374,0.8177743,-1
2019-09-12,Business Class,"  Belfast to San Francisco via London. Check-in at Belfast City was fast and trouble free and security was completed with-in just a few minutes with no queues to mention. Boarding was direct from the Business Lounge and on time as was departure. A full breakfast service was carried out including hot towels, hot breakfast, tea and coffee along with drinks from the bar on request. The Galleries Lounge in Terminal 5 at Heathrow was very busy with limited seats available. Boarding for the second flight began on time and departure swift. The inflight service was top notch with a very capable crew looking after the customers on the upper deck in a professional and discrete manner. Food was plentiful and tasty, entertainment perfectly adequate and seat comfort fine. No complaints at all about the flight and would recommend British Airways.",yes,2019,0.0038475627,0.06750046,0.928652,0
2019-09-11,Economy Class,"  London to Gothenburg. BA are getting a lot of bad press - deservedly so at present with strikes, IT glitches, baggage problems. However extreme cases will always be highlighted. Two recent flights on BA, and very happy with them. Flight to Gothenburg on A319-100, pushed back 25m late due to a potential technical issue, soon resolved and arrived at GOT only 15m behind schedule. Good crew and the Safety Announcement video was a hoot. Return to LHR on A320-232. On time departure and early arrival at T5. Again good crew. Will be flying with BA again in December (strikes permitting). Still recommended by me as the National Carrier.",yes,2019,0.048793163,0.2247855,0.72642136,0
2019-09-08,Business Class,"  Glasgow to Tampa via Gatwick. Early morning flight Glasgow to Gatwick. Flight dud take off at 6.45. Boarded with doors closed by 6.30 bug did not depart till 7.10 due to Gatwick being busy, smooth flight down. Gatwick to Tampa, according to manage my booking, aircraft changed 2 days prior to departure. At boarding was told our World Traveller plus seats had been upgraded to Club World, a very pleasant surprise. If was on 777 which had not been refurbished, extra space was very good, staff were very efficient and pleasant. Only downside was the main meal, which I would have had in original seats, but main courses were not to my liking, but afternoon tea was very good. So thank you BA for the experience.",yes,2019,0.014968659,0.084443,0.9005884,1
2019-09-06,Economy Class,"  London to Abu Dhabi. This is the daytime flight from London. A very good flight. The food was excellent for economy (particularly in view of Etihad‘s disastrous changes in food service). The children’s meals were excellent. The entertainment system was great with a good selection. It makes a big difference having the entertainment system on when you board and not turn it off until the plane has reached the gate, especially when flying with children (Etihad, why don’t you do this?). The cabin crew were good. Economy in the 787 is cramped but probably no worse than many. Good value flight, especially as the only other carrier to Abu Dhabi is Etihad.",yes,2019,0.04244651,0.114124365,0.84342915,-1
2019-08-29,Economy Class,"  I had a stress free journey with my 8 yr old autistic son and 6 yr old girl from Chennai to London by British airways. The Chennai Ground Service Manager recogonised my sunflower lanyard and came forward to help me throughout the services right from pushing my trolley, screening the luggage, checking through the security without much stress and finally boarding the aircraft as the second person. I am stunned by the service and am so glad to know that they recognise and respect and help us for the hidden disability and for making our journey really really smooth. Thank you so much. Inside the aircraft the crew members did come forward and asked if I need any help, and another member did congratulate me for wearing the lanyard as the first person for him to see me with lanyard. I did even use the disabled way to clear my immigration at Heathrow airport. Over all i am happy to say that my trip with my kids has been really smooth with BA and Heathrow airport. #happyautism# Thank you",yes,2019,0.0045020087,0.030517038,0.9649809,3
2019-08-28,Economy Class,  Edinburgh to Kuala Lumpur via London. I have just returned to KL from an extended visit in UK seeing family and friends. My return flight was BA033 from Heathrow to Kuala Lumpur on Monday 26th August 2019 at 21.10. I was greeted by the most delightful air hostess whose name I didn't quite catch. The point I wish to make is that she looked after me so well on the flight. She was exceptional. It really made the journey one of the best on board experiences I have had. ,yes,2019,0.0016031315,0.012129501,0.9862673,0
2019-08-25,First Class,"  London to Shanghai. The Concorde room in Heathrow Terminal 5 was amazing, the dinner experience was great and the food was delicious. However, the First galleries was overcrowded and the buffet was bad. On the plane, the crew was very friendly and nice. Dinner service was finished 1 hour after take off, the food was okay. Bed was made after dinner and it was very comfortable, perhaps the best I have had. The entertainment system was not as good as other airlines like Qatar Airlines and Emirates. Overall, the journey was great.",yes,2019,0.010345608,0.043574605,0.94607973,0
2019-08-24,Economy Class,"  Good morning. I would like to write a review for British Airways. It took me a while to write this review as I it took me a while to get over what happened to me. But I feel that the way British Airways behaved needs a review for their valiant efforts. Last year I went with my 9 year old son and my 80 year old friend to New Orleans from London on the holiday of a life time. I was pregnant at the time. The baby died while I was on holiday there and I was in a turmoil of emotions. Regardless I tried to make the holiday a positive experience for my son and friend and carried on, all the while just wanting to go home as treatment needed to take place in England. Somehow I missed the flight back. I have no excuse for this. When I realised I was in a complete state. I had a break down. I rang BA and sobbed down the phone. They were beyond amazing! They arranged a flight back home the same day without any extra cost. We all sat together and we were able to fly home that day and I was in hospital the day afterwards. Customer service was outstanding. So compassionate and helpful. And again they did not ask for a penny for our return flights. I am beyond grateful for their help. I will only ever fly BA on long haul if possible.",yes,2019,0.08166203,0.21416697,0.704171,3
2019-08-21,Business Class," From Toronto to Pisa British Airways used a wet leased Air Belgium plane. Crew on board very friendly and helpful but at times struggled to provide full dinner service speedily. Food was excellent. Business Class cabin comfortable. Weather related delay and blocked arrival gate resulted in short connection time at LHR. To our great surprise British Airways waited for us at the exit of the plane and drove our family (7 people ranging from 3 to 62 years) from Terminal 5 to Terminal 3, escorted us through security and brought us to and even through our departure gate and onto our flight to Pisa. Without this transfer help we would have missed our connection. Flight to Pisa on time, good crew, good on board catering, arrived 15 minutes before the time.",yes,2019,0.02063024,0.12642506,0.85294473,-1
2019-08-21,Economy Class," A very good service on board this flight with British Airways from LHR to VCE. Although the flight was about 30 minutes delayed due to an aircraft change from an Airbus A319 to and Airbus A320, we arrived only slightly behind the scheduled arrival time. The crew were welcoming and informative and the plane was very clean (probably because the plane was relatively new). The seat was not too bad either with quite good leg room. One small issue that I could raise is that there was no complimentary food and beverage on board, you had to pay or use Avios (it isn't that bad as it was only to Europe). An overall very good experience on board this flight.",yes,2019,0.0059434595,0.037946377,0.9561101,4
2019-08-15,Economy Class,  Gatwick to Orlando. Excellent customer service. On arriving at Gatwick airport and checking in I learn that my interpretation of the USA esta rules was wrong and that I would have to apply for a new esta valid for the duration of my trip. This took longer than it should have and BA kept check in open for my party and a member of their check in staff came and found Me in the terminal and got our bags checked in and our boarding passes and got us rushed down to our waiting aircraft. The aircraft was clean and despite my best efforts we left on time. During the flight drinks were served and two food services. Towards the end of the flight I developed a bad nose bleed the stewardess that attended me was very kind and caring. So despite my best attempts to be a bad passenger BA really came through for me. The return journey went without a hitch and BA's check in at Orlando was quick and easy.,yes,2019,0.07489761,0.25806278,0.66703963,1
2019-08-14,Economy Class,  London to Munich. The plane is A320. The seat is more comfortable than other airlines A320. It has a very comfortable headrest and it is made from leather. There is enough legroom. However there is no free food and drinks provided.,yes,2019,0.017962562,0.16093035,0.8211071,0
2019-08-12,Economy Class," No problems at the airport in Vienna, it was easy to find the British Airways check in desk. The flight was on time. The cabin crew was very kind and the flight was very pleasant. I also ordered a tomato mozzarella flatbread, and it was very delicious. The only problem was at Heathrow, because the gate bridge had a malfunction, so we had to wait for about an hour at the aircraft. But it is not an airliner mistake. After all I enjoyed the flight with British Airways.",yes,2019,0.015405667,0.06582403,0.9187703,-1
2019-08-02,Economy Class,"  London Heathrow to Sofia. We checked in online, so we went straight to baggage drop. It was quick and worked well, our bag was 25 kg, maximum is 23 kg, so we had to take 2 kg out. After that, we went to buy a neck cushion and we went to put our make up in bags, show our passport and then go through to security. My daughter was beeped, but it wasn't a big deal. It was fast, and our flight was departing in 1h 30m. We got some drinks, and then we noticed our gate was announced early. We headed to the gate and boarding began about 20m later. Boarding was fast, and we were sitting in seats 33 DEF. The seats were comfortable, leather and had headrests. A321 so there was no IFE. We had a 1 hour delay from the bad airspace, but eventually took off. Our route was a little different, instead of going over France, Switzerland, etc, we went over Germany, Hungary, etc. The food was good and wasn't too expensive. We didn't buy anything really, just food. While coming into Bulgaria, the views were nice. The landing was pretty good, despite the bump. Eventually we got off 1 hour late, and we went home. The verdict is that British Airways are pretty good, despite the delay.",yes,2019,0.019074015,0.18972848,0.7911975,5
2019-08-01,Economy Class,  Buenos Aires to London Heathrow. My wife and I flew back from Argentina on my birthday and the trip was made memorable by an air hostess (Amelia) who gave great service to everyone with her friendly professional manner. On finding out it was my birthday she came back with a complimentary drink and personal birthday card. The trip itself left on time and arrived in London early. The aircraft was quite old but we found the seats relatively comfortable. The entertainment is below standard especially the size of the screen .,yes,2019,0.009713858,0.085980214,0.904306,0
2019-07-30,Economy Class,"  Seattle to Durban via London. On 24th of July i arrived late just before departure time 1330hrs, the shuttle bus picked me late from my hotel. The British airways ladies who checked me advised me to rush because the plane was about to depart. I rushed through the security thereby leaving my back pack which had all my documents. When i was rushing back to the security i met the 2 lovely ladies who had checked me in and they asked me to go up with them to the plane because it was about to leave, i panicked and they assured me that i will get my back pack in Durban. As i sat down in the plane another British airways hostess came and reassured me that i will get all my bags in Durban. On my arrival in Durban i got all my bags including my back pack! I would like to say thank you to the British Airways staff especially the 2 lovely ladies who checked me in. Its a pity i didn't get their names i was panicky. Thank you so much!",yes,2019,0.04865933,0.20756851,0.7437722,3
